2023-04-25 16:03:11, 151
2023-04-25 16:03:11, 955
2023-04-25 16:03:12, 600
2023-04-25 16:03:14, 826
2023-04-25 16:03:46, 881
2023-04-25 16:03:46, 743
2023-04-25 16:03:47, 651
2023-04-25 16:03:47, 619
2023-04-25 16:03:48, 806
2023-04-25 16:03:48, 950
2023-04-25 16:03:48, 340
2023-04-25 16:03:48, 190
2023-04-25 16:03:49, 366
2023-04-25 16:03:49, 377
2023-04-25 16:03:49, 458
2023-04-25 16:03:49, 989
2023-04-25 16:03:50, 890
2023-04-25 16:03:54, 360
2023-04-25 16:03:54, 58
2023-04-25 16:03:55, 917
2023-04-25 16:03:55, 88
2023-04-25 16:03:55, 684
2023-04-25 16:03:55, 828
2023-04-25 16:03:55, 96
2023-04-25 16:03:56, 499
2023-04-25 16:03:56, 902
2023-04-25 16:03:56, 258
2023-04-25 16:03:56, 460
2023-04-25 16:03:59, 56
2023-04-25 16:03:59, 496
2023-04-25 16:03:59, 588
2023-04-25 16:04:00, 722
2023-04-25 16:04:00, 398
2023-04-25 16:04:00, 165
2023-04-25 16:04:00, 547
2023-04-25 16:04:00, 882
2023-04-25 16:04:01, 421
2023-04-25 16:04:01, 195
2023-04-25 16:04:06, 966
2023-04-25 16:04:11, 557
2023-04-25 16:04:12, 872
2023-04-25 16:04:12, 409
2023-04-25 16:04:13, 819
2023-04-25 16:04:13, 298
2023-04-25 16:04:13, 611
2023-04-25 16:04:13, 185
2023-04-25 16:04:14, 46
2023-04-25 16:04:14, 420
2023-04-25 16:04:14, 412
2023-04-25 16:04:46, 136
2023-04-25 16:04:46, 625
2023-04-25 16:04:46, 370
2023-04-25 16:04:47, 235
2023-04-25 16:04:47, 97
2023-04-25 16:04:47, 617
2023-04-25 16:04:47, 789
2023-04-25 16:04:47, 338
2023-04-25 16:04:48, 700
2023-04-25 16:04:48, 311
2023-04-25 16:04:48, 50
2023-04-25 16:04:48, 301
2023-04-25 16:04:48, 905
2023-04-25 16:04:49, 162
2023-04-25 16:04:49, 820
2023-04-25 16:04:49, 273
2023-04-25 16:04:49, 883
2023-04-25 16:07:20, 775
2023-04-25 16:07:21, 814
2023-04-25 16:07:22, 395
2023-04-25 16:07:22, 643
2023-04-25 16:07:23, 737
2023-04-25 16:07:24, 493
2023-04-25 16:07:30, 231
2023-04-25 16:07:30, 357
2023-04-25 16:07:31, 562
2023-04-25 16:07:32, 719
2023-04-25 16:07:32, 495
2023-04-25 16:07:33, 998
2023-04-25 16:07:33, 579
2023-04-25 16:07:34, 80
2023-04-25 16:07:34, 281
2023-04-25 16:07:35, 447
